text,target_sentiment
El BCE compra deuda de España e Italia en medio de los rumores sobre los recortes de rating de S&P,Positive
"La subida salarial pactada hasta marzo alcanza el 0,69%",Positive
El Ibex logra sobreponerse a una apertura bajista,Positive
El Ibex cierra con alzas por primera vez tras unas elecciones y consolida el 9.500,Positive
"Viena Capellanes: ""En 24 horas nos convertimos en ONG con eficacia de empresa""",Positive
Naturhouse entra en Colombia con el objetivo de abrir 400 tiendas,Positive
La luz baja un 18% en septiembre tras el récord de precios de hace un año,Negative
"El Gobierno plantea tres contratos: temporal, fijo y de formación",Neutral
El Gobierno quiere 'blindar' ante posibles ataques cibernéticos las infraestructuras,Positive
Los reguladores vigilan con lupa posibles casos como el de GameStop,Positive
Salgado marca en el 1% del PIB el déficit permitido a las CCAA en 2014,Neutral
"Enagás y Lanzadera lanzan un 'hub' para llevar la innovación de la movilidad urbana a la de mercancías: ""Descarbonizar un camión equivale a 100 turismos y un barco, a 10.000""",Positive
"El bitcoin, con vía libre en su rally al superar al fin los 20.000 dólares",Positive
España ya compra a Pfizer el antiviral que intenta aprobar Pharma Mar,Positive
"Economía/Fiscal.- El Congreso aprueba en Comisión la reforma fiscal pactada entre el PSOE y CiU, sin el apoyo del PP",Positive
EDP Renewables y NIPSCO inauguran un parque eólico en Indiana de 302 MW,Positive
"Jaume Sanpera (Sateliot): ""El sector espacial revolucionará las comunicaciones como ocurrió con internet""",Positive
BBVA pide a Sánchez que mantenga “lo positivo” de la reforma laboral,Neutral
Lagarde permite al Ibex reconquistar los 9.000 puntos,Positive
Telefónica pondrá desfibriladores monitorizados online en centros Decathlon,Positive
Telefarmacia: la medida que podría evitar las visitas a hospitales durante pandemias,Positive
El Tribunal Supremo absuelve a López Abad de falsear cuentas de 2010 de CAM,Positive
"Nestlé, Kraft y Sara Lee se aseguran la producción de café sostenible",Positive
Un año redondo para el turismo valenciano con la excepción de Gandía,Positive
El Ibex sube un 1% y recupera los 8.700 de la mano de los bancos,Positive
CCOO considera positivo el resultado del referéndum en Opel,Positive
FMI pide a México una normalización ‘gradual’ de la política monetaria,Neutral
Cuba busca inversión para más de un veintena de proyectos alimentarios,Positive
"El euro rompe los 1,29 dólares y ya sube cerca del 9% en 2006",Positive
El Ibex recupera los 7.200 puntos,Positive
Argobio y GeneCode se asocian en torno a la enfermedad de Parkinson en el primer acuerdo de investigación anunciado por Argobio,Positive
Alemania reactiva sus plantas de carbón para garantizar el suministro energético del país,Positive
China cimentará su recuperación económica con planes en infraestructuras y la expansión del 5G,Positive
El Ibex se refuerza sobre el 10.000 pendiente de nuevos estímulos en China,Positive
Catar suministrará gas natural a Gaza para alimentar única central eléctrica,Positive
Cataluña recibirá 1.023 millones de los fondos europeos React-EU,Positive
La banca mantiene su actividad en máximos en la 'España vacía',Positive
Vara apuesta por el regadío para dar respuesta a las necesidades de Extremadura,Positive
Bahía Blanca mostró el crecimiento de los entes portuarios y sus comunidades,Positive
Argentina confía su crecimiento a un clima de negocio favorable,Positive
Alzas bursátiles en todo el mundo con Wall Street disparado pese al bloqueo político en EE UU,Positive
PwC abre una nueva vía para desaguar los activos tóxicos de la banca,Positive
Los registros exigen igual protección en toda Europa,Positive
Barroso confirma a Rajoy que la UE no pedirá más ajustes a España este año,Positive
"Renta 2016: La recaudación se sitúa ""por encima"" de lo presupuestado por Hacienda",Positive
El BCE asegura que España y Portugal no necesitan ser rescatados,Positive
El Ibex marca un máximo intradía de 9.056,Positive
Mérida amplía el horario de cierre de las terrazas,Positive
"La luz baja este miércoles un 7,6% hasta los 206,07 euros el megavatio/hora",Negative
Juanma Moreno salva el proyecto de Ley de Economía Circular andaluz gracias a PSOE y UP,Positive
España recibió más de 71 millones de turistas extranjeros hasta noviembre,Positive
"El Congreso ratifica la prórroga de los ERTE, las ayudas a autónomos y las medidas antidesahucios",Positive
El Ibex marca un nuevo máximo de un año sin el apoyo de los pesos pesados,Positive
Wise persigue las cero comisiones,Positive
Trabajo extenderá los ERTE por causas Covid hasta el 31 de enero de 2022 y los condiciona a formar a los empleados,Positive
"La gasolina y el gasóleo caen un 2,5% en semana de puente de la Constitución",Negative
"Quirónsalud, HM Hospitales y Quimay ya se han sumado a la receta electrónica privada",Positive
El comercio catalán espera la mejor campaña de rebajas desde 2008,Positive
Bruselas espera que se puedan retomar los viajes en la UE «desde este verano»,Positive
"CaixaBank, Iberdrola, Grifols... las empresas españolas ganan peso en igualdad de género",Positive
El Gobierno asegurará en la COP26 que la producción ganadera es ambientalmente sostenible,Positive
Microsoft quiere mejorar la ciberseguridad en la nube: habría pagado 500 millones en metálico por una empresa que mapea la red en busca de vulnerabilidades,Positive
China tira de las bolsas asiáticas,Positive
El BCE acumula veinticinco semanas consecutivas sin comprar deuda de la zona euro,Positive
Wall Street abre con signo mixto pendiente de Ucrania,Neutral
"CEOS-CEPYME Huesca tilda de ""significativo"" el descenso interanual del paro en la provincia altoaragonesa",Positive
El Covid-19 impone flexibilidad en los nuevos modelos de trabajo,Negative
La banca sigue los pasos de los fondos y abraza el 'boom' de la restauración,Positive
Bolivia dará prioridad a la aprobación de una nueva ley de hidrocarburos,Positive
Díaz pide que la digitalización no signifique sueldos bajos y «degradación» del trabajo,Positive
Las reformas pueden acabar con la crisis de deuda,Positive
El Ibex firma su mayor subida en mes y medio y recupera el 8.900,Positive
El Gobierno reorienta los sectores productivos para autoabastecerse de material sanitario,Positive
Ajustes fiscales a final de año para optimizar la declaración de la renta,Positive
Santander presta 135 millones de euros a EGP para parques eólicos en México,Positive
El Govern lanza bonos de hasta 150 euros para incentivar el turismo catalán,Positive
Afores cobrarán menos comisiones en 2022; estas son las tarifas aprobadas por la Consar,Negative
Los inversores aumentan sus demandas sobre los sueldos,Negative
EEUU agrava ya al 25% el desplome del bitcoin desde sus récords,Negative
El 'modelo Alzira' y la CV-35 han aumentado la deuda autonómica,Negative
El Ibex 35 pierde los 10.000 puntos y entra en negativo en el año,Negative
El gasóleo vuelve a subir tras cinco semanas y la gasolina se estanca,Positive
BCE deja los tipos al 1% y no confirma si participará en el rescate griego,Negative
El terror agitó sus tentáculos en Bruselas y suma tensión a la cumbre de Macri y Obama,Negative
La luz se dispara a récords sin ola de calor,Positive
Berlín rechaza las concesiones de Atenas,Negative
Calviño admite retraso en la llegada de los fondos europeos,Negative
Wall Street despide una turbulenta semana movida por el mercado de la deuda,Negative
El Tesoro paga más intereses por su deuda a ultralargo plazo,Negative
El bitcoin se hunde por el miedo a la Fed y a la tensión en Ucrania,Negative
Moody's cree que las nuevas subastas del BCE no impulsarán el crédito,Negative
Bruselas empeora las previsiones para España para 2013 y amplía dos años el plazo para reducir el déficit,Negative
"Macri: ""Argentina hoy está sin rumbo, la única que tiene agenda es la vicepresidenta""",Negative
"España, principal afectada por el embargo al petróleo iraní",Negative
El IPC entra en tasa negativa,Negative
El mueble afronta Hábitat tras perder 3.400 empresas,Negative
La inflación británica cae al 1% por primera vez en doce años,Negative
"La Bolsa española abre la sesión con pérdidas del 0,27 %",Negative
El Ibex abrirá bajista y no contará con Wall Street,Negative
Los desastres naturales provocaron unas pérdidas globales de 220.000 millones en 2020,Negative
El Gobierno ignora los avisos del FMI y el INE y mantiene en Bruselas sus previsiones en el Plan Presupuestario,Negative
La Bolsa española acusa el castigo de Trump a México,Negative
"Rocío Blanco: ""Las empresas se están muriendo y no tienen respuesta del Gobierno""",Negative
Las bolsas perderán ímpetu en 2022. Palabra de Credit Suisse,Negative
"La Bolsa cae un 1,8% por el 'Brexit', pero evita otra sacudida apoyada en el resultado electoral",Negative
"El euribor despide la semana al borde del 1,3%",Negative
El Tesoro ‘pasa’ de Grecia y coloca 5.008 millones a interés más bajo,Positive
"México podría entrar en recesión técnica, advierte Bank Of America",Negative
Vueling cancela hoy 122 vuelos en España por la huelga de sus pilotos,Negative
El BCE dice que si compra deuda soberana no lo hará para ayudar a países,Negative
Bruselas propondrá hoy multar a España por no aplicar ley UE protección datos,Negative
El euro se desinfla a zona de mínimos del año frente al dólar,Negative
El BiS avisa de que las divisas digitales pueden generar un terremoto en el sistema monetario,Negative
Cifuentes rechaza crear una tasa turística en la Comunidad de Madrid,Negative
Los tipos negativos y las provisiones condenan a la banca a una caída del beneficio del 15% en 2019,Negative
Incertidumbre ante las previsiones económicas: algunos expertos apuntan incluso a caídas del PIB del 22%,Negative
"La energía dispara los precios industriales hasta el 4,1% en junio",Negative
El FMI advierte que el 'Brexit' provocará un 'crack' en la Bolsa londinense,Negative
El IBEX no recupera el buen tono,Negative
"El Ibex pierde un 3,9% en enero y dice adiós al 7.800 tras tres semanas de recortes",Negative
"La deuda pública cierra 2017 en el 98,3% e incumple el objetivo del Gobierno",Negative
El Gobierno fracasa con la luz: está tan cara como en 2008,Negative
España ha dejado de ingresar 11.000 millones de euros por sentencias no ejecutadas,Negative
"En 2021, España solo ha registrado tres saltos al parqué, un periodo en el que la CNMV esperaba el doble de salidas",Negative
El Ibex 35 pierde el 10.800 con el petróleo en mínimos del año,Negative
"Moody's alerta sobre ""un choque crediticio sin precedentes"" en todo el mundo",Negative
CEOE estima que el PIB caerá entre un 5% y un 9% y el paro crecerá hasta el 18%,Negative
El Ibex 35 lidera las caídas en Europa lastrado por Grecia y deja en segundo plano el debut de Aena,Negative
Con el populismo peligra el crecimiento económico y social de Chile,Negative
"La Bolsa cae un 0,57 % con los inversores en recogida de beneficios",Negative
"El Ibex 35 aguanta los 7.900 puntos con una caída del 0,64%",Negative
El temor a que la Fed sea más agresiva contra la inflación pasa factura a Wall Street,Negative
"López de Hita: ""No podemos depender de la estacionalidad""",Negative
El euro cae por el bajo volumen de negocios,Negative
El efecto pandemia: gasto fiscal saltó más de 33% durante 2021 y deuda escaló hasta 36% del PIB,Negative
Bruselas estudia bloquear fondos a Polonia tras su desafío legal a la UE,Negative
